game_id,name,genre
131,Pokémon Emerald Version,Role-Playing
132,Kingdom Hearts,Role-Playing
133,Pokémon Crystal Version,Role-Playing
134,Halo 3: ODST,Shooter
136,Super Mario Sunshine,Platform
137,Street Fighter II: The World Warrior,Fighting
138,World of Warcraft,Role-Playing
139,Driver,Action
140,Kinect Sports,Sports
141,Gears of War 3,Shooter
142,Gears of War,Shooter
143,Metal Gear Solid 2: Sons of Liberty,Action
144,Sonic the Hedgehog 2,Platform
145,Metal Gear Solid 4: Guns of the Patriots,Action
146,Metal Gear Solid,Action
147,The Last of Us,Action
148,Final Fantasy XII,Role-Playing
149,LittleBigPlanet,Platform
150,Dragon Quest IX: Sentinels of the Starry Skies,Role-Playing
151,LEGO Star Wars: The Complete Saga,Action
152,Resident Evil 2,Action
153,Tekken 2,Fighting
154,Cooking Mama,Simulation
155,Destiny,Shooter
157,Assassin's Creed II,Action
158,Super Smash Bros.,Fighting
159,Assassin's Creed,Adventure
160,Batman: Arkham City,Action
161,Forza Motorsport 3,Racing
162,Monster Hunter Freedom Unite,Role-Playing
163,Super Mario Advance,Platform
164,Mario Kart: Super Circuit,Racing
166,Pokemon Stadium,Strategy
168,Crash Bandicoot: The Wrath of Cortex,Platform
170,Final Fantasy XIII,Role-Playing
171,Dr. Mario,Puzzle
172,Pokemon Pinball,Misc
174,Final Fantasy IX,Role-Playing
175,Final Fantasy X-2,Role-Playing
176,Donkey Kong 64,Platform
178,Professor Layton and the Curious Village,Puzzle
179,Tomb Raider II,Action
180,Madden NFL 2004,Sports
181,Dragon Quest VIII: Journey of the Cursed King,Role-Playing
182,Diablo III,Role-Playing
184,New Super Mario Bros. U,Platform
185,Super Mario Land 3: Wario Land,Platform
187,The Legend of Zelda: Phantom Hourglass,Action
188,Donkey Kong Country 2: Diddy's Kong Quest,Platform
189,Tomodachi Life,Simulation
191,Medal of Honor: Rising Sun,Shooter
192,Kirby's Dream Land,Platform
193,Fable III,Role-Playing
195,Microsoft Flight Simulator,Simulation
196,Guitar Hero II,Misc
197,Resident Evil 5,Action
199,Grand Theft Auto: Vice City Stories,Action
200,FIFA Soccer 11,Sports
202,Resident Evil,Action
203,Tony Hawk's Pro Skater,Sports
205,Warzone 2100,Strategy
206,Spyro the Dragon,Platform
207,Link's Crossbow Training,Shooter
208,Guitar Hero III: Legends of Rock,Misc
209,Fallout 3,Role-Playing
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,Role-Playing
211,Uncharted: Drake's Fortune,Action
212,Madden NFL 06,Sports
214,Diddy Kong Racing,Racing
215,Monster Hunter Freedom 3,Role-Playing
217,God of War III,Action
218,StarCraft II: Wings of Liberty,Strategy
221,Crash Team Racing,Racing
222,FIFA 17,Sports
224,Driver 2,Action
225,The Simpsons: Hit & Run,Racing
226,Tony Hawk's Pro Skater 2,Sports
227,Animal Crossing: City Folk,Simulation
228,The Lord of the Rings: The Two Towers,Action
229,Forza Motorsport 4,Racing
230,Tomb Raider,Action
232,The Legend of Zelda: A Link to the Past,Action
233,The Legend of Zelda: The Wind Waker,Action
234,Mario & Sonic at the Olympic Winter Games,Sports
235,Luigi's Mansion: Dark Moon,Action
236,Splatoon,Shooter
239,Madden NFL 2005,Sports
240,Pitfall!,Platform
241,Madden NFL 07,Sports
242,Spider-Man: The Movie,Action
243,Dragon Quest VII: Warriors of Eden,Role-Playing
244,Uncharted: The Nathan Drake Collection,Action
246,God of War,Action
247,Nintendo Land,Misc
248,Michael Jackson: The Experience,Misc
249,Tony Hawk's Pro Skater 3,Sports
250,Winning Eleven: Pro Evolution Soccer 2007,Sports
251,The Elder Scrolls IV: Oblivion,Role-Playing
252,Zelda II: The Adventure of Link,Adventure
253,Need for Speed: Most Wanted,Racing
254,Resistance: Fall of Man,Shooter
255,Sonic the Hedgehog,Platform
256,Kingdom Hearts II,Role-Playing
259,Asteroids,Shooter
260,Fable II,Role-Playing
261,Halo 5: Guardians,Shooter
262,Super Mario 3D World,Platform
263,Batman: Arkham Asylum,Action
264,Assassin's Creed: Revelations,Action
265,Namco Museum,Misc
266,Metal Gear Solid 3: Snake Eater,Action
267,Daxter,Platform
268,Warcraft II: Tides of Darkness,Strategy
270,FIFA Soccer 06,Sports
271,EyeToy Play,Misc
272,Uncharted 4: A Thief's End,Shooter
273,Gran Turismo 5 Prologue,Racing
275,Street Fighter IV,Fighting
277,Teenage Mutant Ninja Turtles,Action
278,Excitebike,Racing
279,Frogger,Action
280,Madden NFL 2003,Sports
281,Watch Dogs,Action
282,Half-Life,Shooter
283,Super Mario World 2: Yoshi's Island,Platform
284,FIFA Soccer 07,Sports
285,The Legend of Zelda: Skyward Sword,Action
286,Street Fighter II Turbo,Fighting
287,Carnival Games,Misc
289,World of Warcraft: The Burning Crusade,Role-Playing
290,Fallout: New Vegas,Role-Playing
291,God of War II,Action
292,Forza Motorsport 2,Racing
293,World Soccer Winning Eleven 9,Sports
294,Namco Museum Vol.3,Misc
295,Tekken Tag Tournament,Fighting
296,Far Cry 4,Shooter
297,Star Fox 64,Shooter
299,Golf,Sports
301,Professor Layton and the Diabolical Box,Puzzle
302,Left 4 Dead 2,Shooter
303,Namco Museum: 50th Anniversary,Misc
304,EA Sports Active,Sports
305,Assassin's Creed: Unity,Action
306,Donkey Kong Land,Platform
307,Tony Hawk's Underground,Sports
308,Assassin's Creed IV: Black Flag,Action
309,Monster Hunter 4 Ultimate,Role-Playing
310,MotorStorm,Racing
312,Tekken 5,Fighting
313,Dragon Warrior III,Role-Playing
314,Sports Champions,Sports
315,NBA 2K16,Sports
316,World Soccer Winning Eleven 8 International,Sports
317,Flash Focus: Vision Training in Minutes a Day,Misc
318,Namco Museum Vol.1,Misc
319,The Legend of Zelda: Link's Awakening,Action
320,Mario & Luigi: Bowser's Inside Story,Role-Playing
321,Big Brain Academy: Wii Degree,Misc
322,Nintendogs + cats,Simulation
323,Batman: Arkham Knight,Action
324,Mario & Sonic at the London 2012 Olympic Games,Sports
325,LEGO Indiana Jones: The Original Adventures,Action
326,Resident Evil Director's Cut,Action
327,Ratchet & Clank: Size Matters,Platform
328,Just Dance 2014,Misc
329,The Sims: Unleashed,Simulation
330,Super Paper Mario,Platform
331,Harry Potter and the Sorcerer's Stone,Action
332,The Witcher 3: Wild Hunt,Role-Playing
333,Resident Evil 3: Nemesis,Action
334,Spyro: Year of the Dragon,Platform
335,FIFA Soccer 2005,Sports
336,Pokémon Trading Card Game,Strategy
337,Battlefield 4,Shooter
338,MySims,Simulation
339,Friend Collection,Misc
340,Tony Hawk's Pro Skater 4,Sports
341,Midnight Club 3: DUB Edition,Racing
342,Banjo-Kazooie,Platform
343,SOCOM: U.S. Navy SEALs,Shooter
344,Guitar Hero: World Tour,Misc
345,Gran Turismo 6,Racing
346,Jak and Daxter: The Precursor Legacy,Platform
347,Pokemon Snap,Simulation
348,FIFA Soccer 10,Sports
349,Pro Evolution Soccer 2008,Sports
351,Resident Evil 4,Action
352,Tom Clancy's The Division,Shooter
353,Star Wars: Battlefront,Shooter
354,Doom II: Hell on Earth,Shooter
355,The Simpsons: Road Rage,Racing
356,Cooking Mama 2: Dinner With Friends,Simulation
357,Luigi's Mansion,Action
358,Star Wars: Battlefront II,Shooter
359,WWF SmackDown!,Fighting
360,Croc: Legend of the Gobbos,Platform
362,The Getaway,Action
363,Tomb Raider III: Adventures of Lara Croft,Action
364,James Bond 007: Agent Under Fire,Shooter
365,LEGO Star Wars: The Video Game,Action
368,Rugrats in Paris: The Movie,Action
369,Spyro 2: Ripto's Rage!,Platform
370,Left 4 Dead,Shooter
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Platform
374,Assassin's Creed: Brotherhood,Action
375,Kung Fu,Action
377,Clubhouse Games,Misc
378,FIFA Soccer 2004,Sports
380,Battlefield: Bad Company 2,Shooter
381,Guitar Hero: On Tour,Misc
383,Far Cry 3,Shooter
384,Monster Hunter 4,Role-Playing
385,Borderlands,Shooter
386,Tekken 4,Fighting
388,LittleBigPlanet 2,Platform
389,Grand Theft Auto 2,Action
390,Final Fantasy III,Role-Playing
391,Spider-Man 2,Action
392,F-1 Race,Racing
393,FIFA Soccer 2003,Sports
394,Crash Bash,Misc
395,LEGO Batman: The Videogame,Action
396,Metal Gear Solid V: The Phantom Pain,Action
397,The Legend of Zelda: Spirit Tracks,Action
398,WWF War Zone,Fighting
399,The Legend of Zelda: Majora's Mask,Action
400,Professor Layton and the Unwound Future,Puzzle
401,Rugrats: Search For Reptar,Adventure
403,English Training: Have Fun Improving Your Skills!,Misc
404,James Bond 007: Nightfire,Shooter
405,Ratchet & Clank,Platform
406,Mario Party 9,Misc
407,Star Wars Episode III: Revenge of the Sith,Action
408,Max Payne,Shooter
409,The Lord of the Rings: The Return of the King,Action
410,Assassin's Creed Syndicate,Action
412,True Crime: Streets of LA,Action
413,Wii Music,Misc
414,Gran Turismo (PSP),Racing
415,Monster Hunter X,Action
416,Tekken,Fighting
418,L.A. Noire,Adventure
419,Madden NFL 16,Sports
420,Yokai Watch 2 Ganso/Honke,Role-Playing
421,007: Tomorrow Never Dies,Shooter
422,Baseball,Sports
423,Killer Instinct,Fighting
424,WWF SmackDown! 2: Know Your Role,Fighting
425,Crisis Core: Final Fantasy VII,Role-Playing
426,God of War: Chains of Olympus,Action
427,Dragon Quest VI: Maboroshi no Daichi,Role-Playing
428,Dance Central,Misc
429,Enter the Matrix,Action
430,Super Mario Maker,Platform
433,Rhythm Heaven,Misc
434,Ace Combat 04: Shattered Skies,Simulation
435,Club Penguin: Elite Penguin Force,Adventure
436,Animal Crossing,Simulation
438,Sonic Rush,Platform
439,Resident Evil 6,Shooter
440,Halo: The Master Chief Collection,Shooter
441,FIFA Soccer 08,Sports
442,Spider-Man,Action
443,Need for Speed III: Hot Pursuit,Racing
444,Star Wars Episode I Racer,Racing
445,Personal Trainer: Cooking,Misc
447,Dragon Warrior IV,Role-Playing
448,Heavy Rain,Adventure
449,Mass Effect 2,Role-Playing
451,Dragon Ball Z: Budokai,Fighting
452,Madden NFL 2002,Sports
453,World Class Track Meet,Sports
454,Borderlands 2,Shooter
455,The Legend of Zelda: A Link Between Worlds,Action
456,Donkey Kong,Platform
457,The Sims: Vacation,Simulation
458,Mass Effect 3,Role-Playing
459,Kung Fu Panda,Action
461,Epic Mickey,Platform
462,Saints Row 2,Action
463,Rayman,Platform
464,Killzone 2,Shooter
465,Tom Clancy's Splinter Cell,Action
466,Mike Tyson's Punch-Out!!,Fighting
467,WWE SmackDown! Shut Your Mouth,Sports
468,Gears of War: Ultimate Edition,Shooter
469,NBA 2K13,Sports
470,Dragon Ball Z: Budokai Tenkaichi 3,Fighting
471,wwe Smackdown vs. Raw 2006,Fighting
472,Middle-Earth: Shadow of Mordor,Action
473,Star Fox,Shooter
474,The Sims: Livin Large,Misc
475,World Soccer Winning Eleven 6 International,Sports
476,Devil May Cry,Action
477,Animal Crossing: Happy Home Designer,Simulation
479,The Sims 4,Simulation
480,Star Wars: The Old Republic,Role-Playing
481,Sonic Heroes,Platform
482,Kirby Super Star Ultra,Platform
483,Hitman 2: Silent Assassin,Action
485,Wave Race 64,Racing
486,SOCOM II: U.S. Navy SEALs,Shooter
487,WWE SmackDown! vs. RAW 2006,Fighting
488,inFAMOUS,Action
489,Pac-Man Collection,Puzzle
490,Mass Effect,Role-Playing
491,WarioWare: Smooth Moves,Puzzle
492,Cooking Mama: Cook Off,Simulation
495,Titanfall,Shooter
496,Sonic Mega Collection Plus,Misc
497,Sega Superstars Tennis,Sports
498,World Soccer Winning Eleven 7 International,Sports
500,Hot Shots Golf 3,Sports
501,Call of Duty: Finest Hour,Shooter
502,Zumba Fitness 2,Sports
503,Syphon Filter,Shooter
504,Imagine: Babyz,Simulation
505,Colin McRae Rally,Racing
507,Madden NFL 13,Sports
508,The Elder Scrolls III: Morrowind,Role-Playing
509,Mortal Kombat,Fighting
510,F-Zero,Racing
511,Yoshi's Story,Platform
512,Command & Conquer: Red Alert,Strategy
513,Skylanders: Spyro's Adventure,Action
516,BioShock,Shooter
517,Madden NFL 10,Sports
518,Medal of Honor,Shooter
519,WWE SmackDown! vs. Raw,Fighting
520,Metroid Prime,Shooter
521,Finding Nemo,Action
522,Myst,Adventure
523,Need for Speed: Hot Pursuit,Racing
524,Imagine: Fashion Designer,Simulation
525,WWE SmackDown! Here Comes the Pain,Fighting
526,Star Wars: The Force Unleashed,Action
527,Yoshi's Island DS,Platform
528,Hot Shots Golf,Sports
529,Killzone 3,Shooter
530,A Bug's Life,Platform
531,WWF SmackDown! Just Bring It,Fighting
532,Dragon Quest V: Tenkuu no Hanayome,Role-Playing
533,Mortal Kombat Trilogy,Fighting
535,NBA Street,Sports
536,Professor Layton and the Last Specter,Puzzle
537,Monster Hunter Tri,Role-Playing
538,Jak II,Platform
539,inFAMOUS: Second Son,Action
540,Ratchet & Clank: Going Commando,Platform
541,Tekken 6,Fighting
542,The Sims,Simulation
543,Sonic and the Secret Rings,Platform
544,Saints Row: The Third,Action
545,Missile Command,Shooter
546,Mario Paint,Misc
548,Pokémon Stadium 2,Strategy
549,Metroid,Action
551,Call of Duty 3,Shooter
553,Onimusha: Warlords,Action
554,Mortal Kombat X,Fighting
555,Mario Party,Misc
556,Madden NFL 12,Sports
557,LEGO Star Wars II: The Original Trilogy,Action
558,Madden NFL 11,Sports
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,Puzzle
560,Skate 3,Sports
561,Burnout 3: Takedown,Racing
562,Yokai Watch 2 Shinuchi,Role-Playing
563,Need for Speed: Shift,Racing
564,Final Fantasy XIII-2,Role-Playing
566,Call Of Duty 2: Big Red One,Shooter
569,Fable,Role-Playing
570,Hannah Montana,Action
572,Skylanders Giants,Action
573,Medal of Honor Heroes,Shooter
574,Super Mario Bros.: The Lost Levels,Platform
575,Star Wars: Shadows of the Empire,Action
577,Midnight Club: Street Racing,Racing
578,Pac-Man: Adventures in Time,Fighting
579,Halo Wars,Strategy
580,God of War Collection,Action
581,ESPN NFL 2K5,Sports
582,Mario Strikers Charged,Sports
585,NBA 2K12,Sports
586,Style Savvy,Simulation
587,Harry Potter and the Chamber of Secrets,Action
588,Super Mario All-Stars: Limited Edition,Platform
589,Streets of Rage,Action
590,FIFA Soccer 09,Sports
591,Ratchet & Clank Future: Tools of Destruction,Platform
592,NBA Live 2005,Sports
594,Killzone: Shadow Fall,Shooter
595,Ghostbusters: The Video Game (DS Version),Action
596,Monster Hunter Freedom 2,Role-Playing
597,WWE SmackDown vs. RAW 2007,Fighting
598,Ratchet & Clank: Up Your Arsenal,Platform
599,Art Academy,Misc
600,Dragon Age: Origins,Role-Playing
601,Madden NFL 08,Sports
602,Sonic Adventure 2 Battle,Platform
603,Dragon Warrior II,Role-Playing
605,Pokémon Colosseum,Role-Playing
606,Deca Sports,Sports
607,Madden NFL 09,Sports
608,Space Invaders,Shooter
609,Crazy Taxi,Racing
610,Perfect Dark,Action
611,Game Party,Misc
612,Dragon Warrior,Role-Playing
613,Tomb Raider (2013),Action
614,Marvel: Ultimate Alliance,Role-Playing
615,PES 2009: Pro Evolution Soccer,Sports
616,Mario Party 2,Misc
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action
619,LEGO Harry Potter: Years 1-4,Action
620,Mortal Kombat: Deadly Alliance,Fighting
621,Resistance 2,Shooter
622,Pure,Racing
623,Tomb Raider: The Last Revelation,Action
625,Rock Band,Misc
626,NBA 2K14,Sports
627,Mario Party 4,Misc
628,uDraw Studio,Misc
629,Midnight Club: Los Angeles,Racing
630,Final Fantasy V,Role-Playing
631,Final Fantasy Tactics,Role-Playing
632,Twisted Metal 2,Racing
633,Halo: Combat Evolved Anniversary,Shooter
634,Need for Speed Carbon: Own the City,Racing
635,The Sims: Bustin' Out,Simulation
636,Riven: The Sequel to Myst,Adventure
637,Tom Clancy's Rainbow Six: Vegas 2,Shooter
638,Sonic Adventure,Platform
639,Ice Hockey,Sports
640,pro evolution soccer 2011,Sports
641,Dragon Ball Z: Budokai 2,Fighting
642,ATV Offroad Fury,Racing
643,Dino Crisis,Action
645,Need for Speed: ProStreet,Racing
647,Tetris Plus,Puzzle
648,Pro Wrestling,Fighting
649,Theme Hospital,Strategy
650,Frogger's Adventures: Temple of the Frog,Adventure
651,Need for Speed (2015),Racing
655,Monopoly,Misc
656,Batman: Arkham Origins,Action
657,Dead Island,Action
658,Guitar Hero,Misc
660,Kinect: Disneyland Adventures,Misc
661,WCW/nWo Revenge,Fighting
662,Bloodborne,Action
663,NBA 2K15,Sports
665,Yu-Gi-Oh! The Duelists of the Roses,Misc
667,Half-Life 2,Shooter
668,The Incredibles,Action
669,Tony Hawk's Underground 2,Sports
671,Kinect Sports: Season Two,Sports
672,Kirby's Dream Land 2,Platform
674,Donkey Kong Land II,Platform
675,Dragon Warrior Monsters,Role-Playing
677,Skylanders SWAP Force,Platform
678,WWE SmackDown vs Raw 2008,Fighting
679,My Fitness Coach,Sports
680,Resident Evil - Code: Veronica X,Action
682,The Legend of Zelda: Majora's Mask 3D,Action
684,Just Dance Kids,Misc
685,Mario Tennis,Sports
686,Grand Theft Auto,Action
687,James Bond 007: Everything or Nothing,Shooter
688,WarioWare Touched!,Puzzle
689,Need For Speed: High Stakes,Racing
690,Chrono Trigger,Role-Playing
691,Cool Boarders 3,Sports
692,LEGO Marvel Super Heroes,Action
693,Guild Wars 2,Action
694,Pokemon Ranger: Shadows of Almia,Role-Playing
697,God of War: Ascension,Action
699,Pro Evolution Soccer 2010,Sports
700,Just Dance 2015,Misc
701,Yokai Watch Busters,Action
702,Mario Bros.,Platform
706,TOCA Touring Car Championship,Racing
707,Paper Mario: Sticker Star,Role-Playing
708,Sonic's Ultimate Genesis Collection,Misc
709,Super Monkey Ball: Banana Blitz,Misc
710,Kirby: Nightmare in Dream Land,Platform
711,Wario Land 4,Platform
716,Onimusha 2: Samurai's Destiny,Adventure
717,Cool Boarders 2,Sports
718,Paper Mario: The Thousand-Year Door,Role-Playing
721,Dissidia: Final Fantasy,Fighting
722,Sonic Advance,Platform
723,Spyro: Season of Ice,Platform
724,Teenage Mutant Ninja Turtles II: The Arcade Game,Action
726,Dance Dance Revolution X2,Simulation
727,New Super Luigi U,Platform
728,Prince of Persia: The Sands of Time,Action
729,Scribblenauts,Puzzle
730,The Legend of Zelda: Link's Awakening DX,Adventure
732,BioShock 2,Shooter
734,Devil May Cry 3: Dante's Awakening Special Edition,Action
735,Rock Band 2,Misc
738,Wario Land 3,Platform
739,Pro Yakyuu Family Stadium,Sports
740,Sonic Unleashed,Platform
741,High School Musical: Makin' the Cut!,Puzzle
742,Pro Evolution Soccer 2012,Action
743,Saints Row,Action
744,Star Wars: Knights of the Old Republic,Role-Playing
745,Kirby's Pinball Land,Misc
747,Hitman: Absolution,Action
748,Yu-Gi-Oh: Duel Monsters 4,Role-Playing
749,ATV Offroad Fury 2,Racing
750,Forza Motorsport 5,Racing
751,Madden NFL 25,Sports
752,Pokemon Ranger,Role-Playing
753,Mario & Luigi: Superstar Saga,Role-Playing
755,Star Wars: Rogue Squadron,Simulation
756,Tennis,Sports
757,The Sims: House Party,Simulation
758,Your Shape featuring Jenny McCarthy,Sports
759,Syphon Filter 2,Shooter
760,Tom Clancy's Rainbow Six: Siege,Shooter
761,Volleyball,Sports
763,Call of Duty: Roads to Victory,Shooter
764,Super Mario RPG: Legend of the Seven Stars,Role-Playing
765,Mahjong,Misc
766,R.C. Pro-Am,Racing
767,SimCity 2000,Simulation
768,Demon Attack,Shooter
769,Dance Dance Revolution Extreme,Simulation
770,Tetris DS,Puzzle
771,Final Fantasy Tactics Advance,Role-Playing
772,Far Cry: Primal,Action
773,Toy Story 3: The Video Game,Action
775,Kirby's Epic Yarn,Platform
776,Project Gotham Racing,Racing
782,Need for Speed: Hot Pursuit 2,Racing
783,Mario Sports Mix,Sports
785,Dynasty Warriors 4,Action
787,Parasite Eve,Role-Playing
788,Scooby-Doo! Night of 100 Frights,Platform
789,Project Gotham Racing (JP weekly sales),Action
790,Need for Speed: Most Wanted 5-1-0,Racing
791,Portal 2,Shooter
792,Devil May Cry 3: Dante's Awakening,Action
793,Derby Stallion,Sports
794,Dead Rising,Action
796,NBA 2K11,Action
797,Wipeout: The Game,Misc
798,The Sims 2: Pets,Simulation
799,Battlefield: Hardline,Shooter
800,Metal Gear Solid: Peace Walker,Action
801,World of Warcraft: Cataclysm,Role-Playing
802,Tetris Worlds,Puzzle
803,Need For Speed: Undercover,Racing
804,Dance Dance Revolution: Hottest Party,Simulation
805,Mario Party 5,Misc
807,Sim Theme Park,Strategy
808,Warcraft: Orcs & Humans,Strategy
810,Spec Ops: Airborne Commando,Shooter
811,Kingdom Hearts: Birth by Sleep,Role-Playing
812,UFC 2009 Undisputed,Fighting
813,Dark Souls,Role-Playing
814,Yu-Gi-Oh! The Eternal Duelist Soul,Strategy
817,Tom Clancy's Splinter Cell: Conviction,Action
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,Role-Playing
820,R4: Ridge Racer Type 4,Racing
821,SoulCalibur II,Fighting
822,Mario & Luigi: Dream Team,Role-Playing
826,Pokémon Mystery Dungeon: Blue Rescue Team,Role-Playing
827,Sonic Mega Collection,Misc
829,NBA Jam,Sports
830,PGR4 - Project Gotham Racing 4,Racing
831,Kingdom Hearts 358/2 Days,Role-Playing
832,Dance Central 2,Misc
833,Rayman Raving Rabbids: TV Party,Misc
834,SOCOM: U.S. Navy SEALs: Combined Assault,Shooter
835,Peter Jackson's King Kong: The Official Game of the Movie,Action
837,Need for Speed: The Run,Action
838,Madden NFL 15,Sports
839,1080°: TenEighty Snowboarding,Sports
841,NBA Live 2004,Sports
842,Dead Space,Action
843,Call of Duty 2,Shooter
845,Forza Horizon,Racing
846,TouchMaster,Puzzle
849,Fire Emblem: Awakening,Role-Playing
850,DriveClub,Racing
851,Super Street Fighter II,Fighting
852,Mortal Kombat vs. DC Universe,Fighting
853,Tenchu: Stealth Assassins,Action
857,SimCity,Simulation
860,Dragon Age: Inquisition,Role-Playing
861,Sonic Classic Collection,Platform
862,Spyro: Enter the Dragonfly,Platform
864,Devil May Cry 2,Action
865,Burnout Paradise,Racing
866,E.T.: The Extra Terrestrial,Action
867,BioShock Infinite,Shooter
868,Hot Shots Golf: Open Tee,Sports
869,Rad Racer,Racing
870,Soccer,Sports
871,Kirby Squeak Squad,Platform
872,Tom Clancy's Rainbow Six: Vegas,Shooter
874,Crash Nitro Kart,Racing
876,Star Wars: Dark Forces,Shooter
877,NBA Street Vol. 2,Sports
878,Def Jam Vendetta,Fighting
880,Who wants to be a millionaire,Misc
881,Scooby Doo and the Cyber Chase,Adventure
882,Alleyway,Puzzle
883,Dragon Ball Z: Budokai 3,Fighting
884,Jet Moto 2,Racing
885,Tom Clancy's Ghost Recon,Shooter
886,X-Men Legends,Role-Playing
889,Mortal Kombat II,Fighting
890,Virtua Fighter 2,Fighting
891,Tetris DX,Puzzle
894,Mario Super Sluggers,Sports
896,The Legend of Zelda: Oracle of Ages,Action
899,Red Faction,Shooter
900,The Sims: Makin' Magic,Simulation
901,MX Unleashed,Racing
902,PaRappa The Rapper,Misc
903,Toy Story Mania!,Misc
904,Mario Party 3,Misc
906,Game Party 2,Misc
907,Destiny: The Taken King,Shooter
908,LEGO Star Wars III: The Clone Wars,Action
909,Star Wars Rogue Leader: Rogue Squadron II,Simulation
